Code	Libellé	Prix
AF-C20A 700X700-CL2	Allegro-Film-C20a 700x700-CL2	
AF-C20A 900X900-CL1	Allegro-Film-C20a 900x900-CL1	
AF-C20A 900X900-CL2	Allegro-Film-C20a 900x900-CL2	
AF-C20C 1050X1050-CL1	Allegro-Film-C20c 1050x1050-CL1	
AF-C20C 1050X1050-CL2	Allegro-Film-C20c 1050x1050-CL2	
AF-C20C 350X350-CL1	Allegro-Film-C20c 350x350-CL1	
AF-C20C 350X350-CL2	Allegro-Film-C20c 350x350-CL2	
AF-C20C 500X500-CL1	Allegro-Film-C20c 500x500-CL1	
AF-C20C 500X500-CL2	Allegro-Film-C20c 500x500-CL2	
AF-C20C 700X700-CL1	Allegro-Film-C20c 700x700-CL1	
AF-C20C 700X700-CL2	Allegro-Film-C20c 700x700-CL2	
AF-C20C 900X900-CL1	Allegro-Film-C20c 900x900-CL1	
AF-C20C 900X900-CL2	Allegro-Film-C20c 900x900-CL2	
AF-C23 1050X1050-CL1	Allegro-Film-C23 1050x1050-CL1	
AF-C23 1050X1050-CL2	Allegro-Film-C23 1050x1050-CL2	
AF-C23 350X350-CL1	Allegro-Film-C23 350x350-CL1	
AF-C23 350X350-CL2	Allegro-Film-C23 350x350-CL2	
AF-C23 500X500-CL1	Allegro-Film-C23 500x500-CL1	
AF-C23 500X500-CL2	Allegro-Film-C23 500x500-CL2	
AF-C23 700X700-CL1	Allegro-Film-C23 700x700-CL1	
AF-C23 700X700-CL2	Allegro-Film-C23 700x700-CL2	
AF-C23 900X900-CL1	Allegro-Film-C23 900x900-CL1	
AF-C23 900X900-CL2	Allegro-Film-C23 900x900-CL2	
AF-C24A_1 1050X1050-CL1	Allegro-Film-C24a_1 1050x1050-CL1	
AF-C24A_1 1050X1050-CL2	Allegro-Film-C24a_1 1050x1050-CL2	
AF-C24A_1 350X350-CL1	Allegro-Film-C24a_1 350x350-CL1	
AF-C24A_1 350X350-CL2	Allegro-Film-C24a_1 350x350-CL2	
AF-C24A_1 500X500-CL1	Allegro-Film-C24a_1 500x500-CL1	
AF-C24A_1 500X500-CL2	Allegro-Film-C24a_1 500x500-CL2	
AF-C24A_1 700X700-CL1	Allegro-Film-C24a_1 700x700-CL1	
AF-C24A_1 700X700-CL2	Allegro-Film-C24a_1 700x700-CL2	
AF-C24A_1 900X900-CL1	Allegro-Film-C24a_1 900x900-CL1	
AF-C24A_1 900X900-CL2	Allegro-Film-C24a_1 900x900-CL2	
AF-C24A_2 1050X1050-CL1	Allegro-Film-C24a_2 1050x1050-CL1	
AF-C24A_2 1050X1050-CL2	Allegro-Film-C24a_2 1050x1050-CL2	
AF-C24A_2 350X350-CL1	Allegro-Film-C24a_2 350x350-CL1	
AF-C24A_2 350X350-CL2	Allegro-Film-C24a_2 350x350-CL2	
AF-C24A_2 500X500-CL1	Allegro-Film-C24a_2 500x500-CL1	
AF-C24A_2 500X500-CL2	Allegro-Film-C24a_2 500x500-CL2	
AF-C24A_2 700X700-CL1	Allegro-Film-C24a_2 700x700-CL1	
AF-C24A_2 700X700-CL2	Allegro-Film-C24a_2 700x700-CL2	
AF-C24A_2 900X900-CL1	Allegro-Film-C24a_2 900x900-CL1	
AF-C24A_2 900X900-CL2	Allegro-Film-C24a_2 900x900-CL2	
AF-C24A_3 1050X1050-CL1	Allegro-Film-C24a_3 1050x1050-CL1	
AF-C24A_3 1050X1050-CL2	Allegro-Film-C24a_3 1050x1050-CL2	
AF-C24A_3 350X350-CL1	Allegro-Film-C24a_3 350x350-CL1	
AF-C24A_3 350X350-CL2	Allegro-Film-C24a_3 350x350-CL2	
AF-C24A_3 500X500-CL1	Allegro-Film-C24a_3 500x500-CL1	
AF-C24A_3 500X500-CL2	Allegro-Film-C24a_3 500x500-CL2	
AF-C24A_3 700X700-CL1	Allegro-Film-C24a_3 700x700-CL1	
AF-C24A_3 700X700-CL2	Allegro-Film-C24a_3 700x700-CL2	
AF-C24A_3 900X900-CL1	Allegro-Film-C24a_3 900x900-CL1	
AF-C24A_3 900X900-CL2	Allegro-Film-C24a_3 900x900-CL2	
AF-C24A_4 1050X1050-CL1	Allegro-Film-C24a_4 1050x1050-CL1	
AF-C24A_4 1050X1050-CL2	Allegro-Film-C24a_4 1050x1050-CL2	
AF-C24A_4 350X350-CL1	Allegro-Film-C24a_4 350x350-CL1	
AF-C24A_4 350X350-CL2	Allegro-Film-C24a_4 350x350-CL2	
AF-C24A_4 500X500-CL1	Allegro-Film-C24a_4 500x500-CL1	
AF-C24A_4 500X500-CL2	Allegro-Film-C24a_4 500x500-CL2	
AF-C24A_4 700X700-CL1	Allegro-Film-C24a_4 700x700-CL1	
AF-C24A_4 700X700-CL2	Allegro-Film-C24a_4 700x700-CL2	
AF-C24A_4 900X900-CL1	Allegro-Film-C24a_4 900x900-CL1	
AF-C24A_4 900X900-CL2	Allegro-Film-C24a_4 900x900-CL2	
AF-C24B_1 1050X1050-CL1	Allegro-Film-C24b_1 1050x1050-CL1	
AF-C24B_1 1050X1050-CL2	Allegro-Film-C24b_1 1050x1050-CL2	
AF-C24B_1 350X350-CL1	Allegro-Film-C24b_1 350x350-CL1	
AF-C24B_1 350X350-CL2	Allegro-Film-C24b_1 350x350-CL2	
AF-C24B_1 500X500-CL1	Allegro-Film-C24b_1 500x500-CL1	
AF-C24B_1 500X500-CL2	Allegro-Film-C24b_1 500x500-CL2	
AF-C24B_1 700X700-CL1	Allegro-Film-C24b_1 700x700-CL1	
AF-C24B_1 700X700-CL2	Allegro-Film-C24b_1 700x700-CL2	
AF-C24B_1 900X900-CL1	Allegro-Film-C24b_1 900x900-CL1	
AF-C24B_1 900X900-CL2	Allegro-Film-C24b_1 900x900-CL2	
AF-C24B_2 1050X1050-CL1	Allegro-Film-C24b_2 1050x1050-CL1	
AF-C24B_2 1050X1050-CL2	Allegro-Film-C24b_2 1050x1050-CL2	
AF-C24B_2 350X350-CL1	Allegro-Film-C24b_2 350x350-CL1	
AF-C24B_2 350X350-CL2	Allegro-Film-C24b_2 350x350-CL2	
AF-C24B_2 500X500-CL1	Allegro-Film-C24b_2 500x500-CL1	
AF-C24B_2 500X500-CL2	Allegro-Film-C24b_2 500x500-CL2	
AF-C24B_2 700X700-CL1	Allegro-Film-C24b_2 700x700-CL1	
AF-C24B_2 700X700-CL2	Allegro-Film-C24b_2 700x700-CL2	
AF-C24B_2 900X900-CL1	Allegro-Film-C24b_2 900x900-CL1	
AF-C24B_2 900X900-CL2	Allegro-Film-C24b_2 900x900-CL2	
AF-C24C_1 1050X1050-CL1	Allegro-Film-C24c_1 1050x1050-CL1	
AF-C24C_1 1050X1050-CL2	Allegro-Film-C24c_1 1050x1050-CL2	
AF-C24C_1 350X350-CL1	Allegro-Film-C24c_1 350x350-CL1	
AF-C24C_1 350X350-CL2	Allegro-Film-C24c_1 350x350-CL2	
AF-C24C_1 500X500-CL1	Allegro-Film-C24c_1 500x500-CL1	
AF-C24C_1 500X500-CL2	Allegro-Film-C24c_1 500x500-CL2	
AF-C24C_1 700X700-CL1	Allegro-Film-C24c_1 700x700-CL1	
AF-C24C_1 700X700-CL2	Allegro-Film-C24c_1 700x700-CL2	
AF-C24C_1 900X900-CL1	Allegro-Film-C24c_1 900x900-CL1	
AF-C24C_1 900X900-CL2	Allegro-Film-C24c_1 900x900-CL2	
AF-C24C_2 1050X1050-CL1	Allegro-Film-C24c_2 1050x1050-CL1	
AF-C24C_2 1050X1050-CL2	Allegro-Film-C24c_2 1050x1050-CL2	
AF-C24C_2 350X350-CL1	Allegro-Film-C24c_2 350x350-CL1	
AF-C24C_2 350X350-CL2	Allegro-Film-C24c_2 350x350-CL2	
AF-C24C_2 500X500-CL1	Allegro-Film-C24c_2 500x500-CL1	
AF-C24C_2 500X500-CL2	Allegro-Film-C24c_2 500x500-CL2	
AF-C24C_2 700X700-CL1	Allegro-Film-C24c_2 700x700-CL1	
AF-C24C_2 700X700-CL2	Allegro-Film-C24c_2 700x700-CL2	
AF-C24C_2 900X900-CL1	Allegro-Film-C24c_2 900x900-CL1	
AF-C24C_2 900X900-CL2	Allegro-Film-C24c_2 900x900-CL2	
AF-C25A 1050X1050-CL1	Allegro-Film-C25a 1050x1050-CL1	
AF-C25A 1050X1050-CL2	Allegro-Film-C25a 1050x1050-CL2	
AF-C25A 350X350-CL1	Allegro-Film-C25a 350x350-CL1	
AF-C25A 350X350-CL2	Allegro-Film-C25a 350x350-CL2	
AF-C25A 500X500-CL1	Allegro-Film-C25a 500x500-CL1	
AF-C25A 500X500-CL2	Allegro-Film-C25a 500x500-CL2	
AF-C25A 700X700-CL1	Allegro-Film-C25a 700x700-CL1	
AF-C25A 700X700-CL2	Allegro-Film-C25a 700x700-CL2	
AF-C25A 900X900-CL1	Allegro-Film-C25a 900x900-CL1	
AF-C25A 900X900-CL2	Allegro-Film-C25a 900x900-CL2	
AF-C25B 1050X1050-CL1	Allegro-Film-C25b 1050x1050-CL1	
AF-C25B 1050X1050-CL2	Allegro-Film-C25b 1050x1050-CL2	
AF-C25B 350X350-CL1	Allegro-Film-C25b 350x350-CL1	
AF-C25B 350X350-CL2	Allegro-Film-C25b 350x350-CL2	
AF-C25B 500X500-CL1	Allegro-Film-C25b 500x500-CL1	
AF-C25B 500X500-CL2	Allegro-Film-C25b 500x500-CL2	
AF-C25B 700X700-CL1	Allegro-Film-C25b 700x700-CL1	
AF-C25B 700X700-CL2	Allegro-Film-C25b 700x700-CL2	
AF-C25B 900X900-CL1	Allegro-Film-C25b 900x900-CL1	
AF-C25B 900X900-CL2	Allegro-Film-C25b 900x900-CL2	
AF-C26A 1050X1050-CL1	Allegro-Film-C26a 1050x1050-CL1	
AF-C26A 1050X1050-CL2	Allegro-Film-C26a 1050x1050-CL2	
AF-C26A 350X350-CL1	Allegro-Film-C26a 350x350-CL1	
AF-C26A 350X350-CL2	Allegro-Film-C26a 350x350-CL2	
AF-C26A 500X500-CL1	Allegro-Film-C26a 500x500-CL1	
AF-C26A 500X500-CL2	Allegro-Film-C26a 500x500-CL2	
AF-C26A 700X700-CL1	Allegro-Film-C26a 700x700-CL1	
AF-C26A 700X700-CL2	Allegro-Film-C26a 700x700-CL2	
AF-C26A 900X900-CL1	Allegro-Film-C26a 900x900-CL1	
AF-C26A 900X900-CL2	Allegro-Film-C26a 900x900-CL2	
AF-C26B 1050X1050-CL1	Allegro-Film-C26b 1050x1050-CL1	
AF-C26B 1050X1050-CL2	Allegro-Film-C26b 1050x1050-CL2	
AF-C26B 350X350-CL1	Allegro-Film-C26b 350x350-CL1	
AF-C26B 350X350-CL2	Allegro-Film-C26b 350x350-CL2	
AF-C26B 500X500-CL1	Allegro-Film-C26b 500x500-CL1	
AF-C26B 500X500-CL2	Allegro-Film-C26b 500x500-CL2	
AF-C26B 700X700-CL1	Allegro-Film-C26b 700x700-CL1	
AF-C26B 700X700-CL2	Allegro-Film-C26b 700x700-CL2	
AF-C26B 900X900-CL1	Allegro-Film-C26b 900x900-CL1	
AF-C26B 900X900-CL2	Allegro-Film-C26b 900x900-CL2	
AF-C27 1050X1050-CL1	Allegro-Film-C27 1050x1050-CL1	
AF-C27 1050X1050-CL2	Allegro-Film-C27 1050x1050-CL2	
AF-C27 350X350-CL1	Allegro-Film-C27 350x350-CL1	
AF-C27 350X350-CL2	Allegro-Film-C27 350x350-CL2	
AF-C27 500X500-CL1	Allegro-Film-C27 500x500-CL1	
AF-C27 500X500-CL2	Allegro-Film-C27 500x500-CL2	
AF-C27 700X700-CL1	Allegro-Film-C27 700x700-CL1	
AF-C27 700X700-CL2	Allegro-Film-C27 700x700-CL2	
AF-C27 900X900-CL1	Allegro-Film-C27 900x900-CL1	
AF-C27 900X900-CL2	Allegro-Film-C27 900x900-CL2	
AF-C28_1 1050X1050-CL1	Allegro-Film-C28_1 1050x1050-CL1	
AF-C28_1 1050X1050-CL2	Allegro-Film-C28_1 1050x1050-CL2	
AF-C28_1 350X350-CL1	Allegro-Film-C28_1 350x350-CL1	
AF-C28_1 350X350-CL2	Allegro-Film-C28_1 350x350-CL2	
AF-C28_1 500X500-CL1	Allegro-Film-C28_1 500x500-CL1	
AF-C28_1 500X500-CL2	Allegro-Film-C28_1 500x500-CL2	
AF-C28_1 700X700-CL1	Allegro-Film-C28_1 700x700-CL1	
AF-C28_1 700X700-CL2	Allegro-Film-C28_1 700x700-CL2	
AF-C28_1 900X900-CL1	Allegro-Film-C28_1 900x900-CL1	
AF-C28_1 900X900-CL2	Allegro-Film-C28_1 900x900-CL2	
AF-C28_2 1050X1050-CL1	Allegro-Film-C28_2 1050x1050-CL1	
AF-C28_2 1050X1050-CL2	Allegro-Film-C28_2 1050x1050-CL2	
AF-C28_2 350X350-CL1	Allegro-Film-C28_2 350x350-CL1	
AF-C28_2 350X350-CL2	Allegro-Film-C28_2 350x350-CL2	
AF-C28_2 500X500-CL1	Allegro-Film-C28_2 500x500-CL1	
AF-C28_2 500X500-CL2	Allegro-Film-C28_2 500x500-CL2	
AF-C28_2 700X700-CL1	Allegro-Film-C28_2 700x700-CL1	
AF-C28_2 700X700-CL2	Allegro-Film-C28_2 700x700-CL2	
AF-C28_2 900X900-CL1	Allegro-Film-C28_2 900x900-CL1	
AF-C28_2 900X900-CL2	Allegro-Film-C28_2 900x900-CL2	
AF-C28_3 1050X1050-CL1	Allegro-Film-C28_3 1050x1050-CL1	
AF-C28_3 1050X1050-CL2	Allegro-Film-C28_3 1050x1050-CL2	
AF-C28_3 350X350-CL1	Allegro-Film-C28_3 350x350-CL1	
AF-C28_3 350X350-CL2	Allegro-Film-C28_3 350x350-CL2	
AF-C28_3 500X500-CL1	Allegro-Film-C28_3 500x500-CL1	
AF-C28_3 500X500-CL2	Allegro-Film-C28_3 500x500-CL2	
AF-C28_3 700X700-CL1	Allegro-Film-C28_3 700x700-CL1	
AF-C28_3 700X700-CL2	Allegro-Film-C28_3 700x700-CL2	
AF-C28_3 900X900-CL1	Allegro-Film-C28_3 900x900-CL1	
AF-C28_3 900X900-CL2	Allegro-Film-C28_3 900x900-CL2	
AF-C29A 1050X1050-CL1	Allegro-Film-C29a 1050x1050-CL1	
AF-C29A 1050X1050-CL2	Allegro-Film-C29a 1050x1050-CL2	
AF-C29A 350X350-CL1	Allegro-Film-C29a 350x350-CL1	
AF-C29A 350X350-CL2	Allegro-Film-C29a 350x350-CL2	
AF-C29A 500X500-CL1	Allegro-Film-C29a 500x500-CL1	
AF-C29A 500X500-CL2	Allegro-Film-C29a 500x500-CL2	
AF-C29A 700X700-CL1	Allegro-Film-C29a 700x700-CL1	
AF-C29A 700X700-CL2	Allegro-Film-C29a 700x700-CL2	
AF-C29A 900X900-CL1	Allegro-Film-C29a 900x900-CL1	
AF-C29A 900X900-CL2	Allegro-Film-C29a 900x900-CL2	
AF-C29B 1050X1050-CL1	Allegro-Film-C29b 1050x1050-CL1	
AF-C29B 1050X1050-CL2	Allegro-Film-C29b 1050x1050-CL2	
AF-C29B 350X350-CL1	Allegro-Film-C29b 350x350-CL1	
AF-C29B 350X350-CL2	Allegro-Film-C29b 350x350-CL2	
AF-C29B 500X500-CL1	Allegro-Film-C29b 500x500-CL1	
AF-C29B 500X500-CL2	Allegro-Film-C29b 500x500-CL2	
AF-C29B 700X700-CL1	Allegro-Film-C29b 700x700-CL1	
AF-C29B 700X700-CL2	Allegro-Film-C29b 700x700-CL2	
AF-C29B 900X900-CL1	Allegro-Film-C29b 900x900-CL1	
AF-C29B 900X900-CL2	Allegro-Film-C29b 900x900-CL2	
AF-C29C 1050X1050-CL1	Allegro-Film-C29c 1050x1050-CL1	
AF-C29C 1050X1050-CL2	Allegro-Film-C29c 1050x1050-CL2	
AF-C29C 350X350-CL1	Allegro-Film-C29c 350x350-CL1	
AF-C29C 350X350-CL2	Allegro-Film-C29c 350x350-CL2	
AF-C29C 500X500-CL1	Allegro-Film-C29c 500x500-CL1	
AF-C29C 500X500-CL2	Allegro-Film-C29c 500x500-CL2	
AF-C29C 700X700-CL1	Allegro-Film-C29c 700x700-CL1	
AF-C29C 700X700-CL2	Allegro-Film-C29c 700x700-CL2	
AF-C29C 900X900-CL1	Allegro-Film-C29c 900x900-CL1	
AF-C29C 900X900-CL2	Allegro-Film-C29c 900x900-CL2	
AF-C3 1050X1050-CL1	Allegro-Film-C3 1050x1050-CL1	
AF-C3 1050X1050-CL2	Allegro-Film-C3 1050x1050-CL2	
AF-C3 350X350-CL1	Allegro-Film-C3 350x350-CL1	
AF-C3 350X350-CL2	Allegro-Film-C3 350x350-CL2	
AF-C3 500X500-CL1	Allegro-Film-C3 500x500-CL1	
AF-C3 500X500-CL2	Allegro-Film-C3 500x500-CL2	
AF-C3 700X700-CL1	Allegro-Film-C3 700x700-CL1	
AF-C3 700X700-CL2	Allegro-Film-C3 700x700-CL2	
AF-C3 900X900-CL1	Allegro-Film-C3 900x900-CL1	
AF-C3 900X900-CL2	Allegro-Film-C3 900x900-CL2	
AF-C30 1050X1050-CL1	Allegro-Film-C30 1050x1050-CL1	
AF-C30 1050X1050-CL2	Allegro-Film-C30 1050x1050-CL2	
AF-C30 350X350-CL1	Allegro-Film-C30 350x350-CL1	
AF-C30 350X350-CL2	Allegro-Film-C30 350x350-CL2	
AF-C30 500X500-CL1	Allegro-Film-C30 500x500-CL1	
AF-C30 500X500-CL2	Allegro-Film-C30 500x500-CL2	
AF-C30 700X700-CL1	Allegro-Film-C30 700x700-CL1	
AF-C30 700X700-CL2	Allegro-Film-C30 700x700-CL2	
AF-C30 900X900-CL1	Allegro-Film-C30 900x900-CL1	
AF-C30 900X900-CL2	Allegro-Film-C30 900x900-CL2	
AF-C4A 1050X1050-CL1	Allegro-Film-C4a 1050x1050-CL1	
AF-C4A 1050X1050-CL2	Allegro-Film-C4a 1050x1050-CL2	
AF-C4A 350X350-CL1	Allegro-Film-C4a 350x350-CL1	
AF-C4A 350X350-CL2	Allegro-Film-C4a 350x350-CL2	
AF-C4A 500X500-CL1	Allegro-Film-C4a 500x500-CL1	
AF-C4A 500X500-CL2	Allegro-Film-C4a 500x500-CL2	
AF-C4A 700X700-CL1	Allegro-Film-C4a 700x700-CL1	
AF-C4A 700X700-CL2	Allegro-Film-C4a 700x700-CL2	
AF-C4A 900X900-CL1	Allegro-Film-C4a 900x900-CL1	
AF-C4A 900X900-CL2	Allegro-Film-C4a 900x900-CL2	
AF-C4B 1050X1050-CL1	Allegro-Film-C4b 1050x1050-CL1	
AF-C4B 1050X1050-CL2	Allegro-Film-C4b 1050x1050-CL2	
AF-C4B 350X350-CL1	Allegro-Film-C4b 350x350-CL1	
AF-C4B 350X350-CL2	Allegro-Film-C4b 350x350-CL2	
AF-C4B 500X500-CL1	Allegro-Film-C4b 500x500-CL1	
AF-C4B 500X500-CL2	Allegro-Film-C4b 500x500-CL2	
AF-C4B 700X700-CL1	Allegro-Film-C4b 700x700-CL1	
AF-C4B 700X700-CL2	Allegro-Film-C4b 700x700-CL2	
AF-C4B 900X900-CL1	Allegro-Film-C4b 900x900-CL1	
AF-C4B 900X900-CL2	Allegro-Film-C4b 900x900-CL2	
AF-C5 1050X1050-CL1	Allegro-Film-C5 1050x1050-CL1	
AF-C5 1050X1050-CL2	Allegro-Film-C5 1050x1050-CL2	
AF-C5 350X350-CL1	Allegro-Film-C5 350x350-CL1	
AF-C5 350X350-CL2	Allegro-Film-C5 350x350-CL2	
AF-C5 500X500-CL1	Allegro-Film-C5 500x500-CL1	
AF-C5 500X500-CL2	Allegro-Film-C5 500x500-CL2	
AF-C5 700X700-CL1	Allegro-Film-C5 700x700-CL1	
AF-C5 700X700-CL2	Allegro-Film-C5 700x700-CL2	
AF-C5 900X900-CL1	Allegro-Film-C5 900x900-CL1	
AF-C5 900X900-CL2	Allegro-Film-C5 900x900-CL2	
AF-C50 1050X1050-CL1	Allegro-Film-C50 1050x1050-CL1	
AF-C50 1050X1050-CL2	Allegro-Film-C50 1050x1050-CL2	
AF-C50 350X350-CL1	Allegro-Film-C50 350x350-CL1	
AF-C50 350X350-CL2	Allegro-Film-C50 350x350-CL2	
AF-C50 500X500-CL1	Allegro-Film-C50 500x500-CL1	
AF-C50 500X500-CL2	Allegro-Film-C50 500x500-CL2	
AF-C50 700X700-CL1	Allegro-Film-C50 700x700-CL1	
AF-C50 700X700-CL2	Allegro-Film-C50 700x700-CL2	
AF-C50 900X900-CL1	Allegro-Film-C50 900x900-CL1	
AF-C50 900X900-CL2	Allegro-Film-C50 900x900-CL2	
AF-C6 1050X1050-CL1	Allegro-Film-C6 1050x1050-CL1	
AF-C6 1050X1050-CL2	Allegro-Film-C6 1050x1050-CL2	
AF-C6 350X350-CL1	Allegro-Film-C6 350x350-CL1	
AF-C6 350X350-CL2	Allegro-Film-C6 350x350-CL2	
AF-C6 500X500-CL1	Allegro-Film-C6 500x500-CL1	
AF-C6 500X500-CL2	Allegro-Film-C6 500x500-CL2	
AF-C6 700X700-CL1	Allegro-Film-C6 700x700-CL1	
AF-C6 700X700-CL2	Allegro-Film-C6 700x700-CL2	
AF-C6 900X900-CL1	Allegro-Film-C6 900x900-CL1	
AF-C6 900X900-CL2	Allegro-Film-C6 900x900-CL2	
AF-C62 1050X1050-CL1	Allegro-Film-C62 1050x1050-CL1	
AF-C62 1050X1050-CL2	Allegro-Film-C62 1050x1050-CL2	
AF-C62 350X350-CL1	Allegro-Film-C62 350x350-CL1	
AF-C62 350X350-CL2	Allegro-Film-C62 350x350-CL2	
AF-C62 500X500-CL1	Allegro-Film-C62 500x500-CL1	
AF-C62 500X500-CL2	Allegro-Film-C62 500x500-CL2	
AF-C62 700X700-CL1	Allegro-Film-C62 700x700-CL1	
AF-C62 700X700-CL2	Allegro-Film-C62 700x700-CL2	
AF-C62 900X900-CL1	Allegro-Film-C62 900x900-CL1	
AF-C62 900X900-CL2	Allegro-Film-C62 900x900-CL2	
AF-C64A 1050X1050-CL1	Allegro-Film-C64a 1050x1050-CL1	
AF-C64A 1050X1050-CL2	Allegro-Film-C64a 1050x1050-CL2	
AF-C64A 350X350-CL1	Allegro-Film-C64a 350x350-CL1	
AF-C64A 350X350-CL2	Allegro-Film-C64a 350x350-CL2	
AF-C64A 500X500-CL1	Allegro-Film-C64a 500x500-CL1	
AF-C64A 500X500-CL2	Allegro-Film-C64a 500x500-CL2	
AF-C64A 700X700-CL1	Allegro-Film-C64a 700x700-CL1	
AF-C64A 700X700-CL2	Allegro-Film-C64a 700x700-CL2	
AF-C64A 900X900-CL1	Allegro-Film-C64a 900x900-CL1	
AF-C64A 900X900-CL2	Allegro-Film-C64a 900x900-CL2	
AF-C64B 1050X1050-CL1	Allegro-Film-C64b 1050x1050-CL1	
AF-C64B 1050X1050-CL2	Allegro-Film-C64b 1050x1050-CL2	
AF-C64B 350X350-CL1	Allegro-Film-C64b 350x350-CL1	
AF-C64B 350X350-CL2	Allegro-Film-C64b 350x350-CL2	
AF-C64B 500X500-CL1	Allegro-Film-C64b 500x500-CL1	
AF-C64B 500X500-CL2	Allegro-Film-C64b 500x500-CL2	
AF-C64B 700X700-CL1	Allegro-Film-C64b 700x700-CL1	
AF-C64B 700X700-CL2	Allegro-Film-C64b 700x700-CL2	
AF-C64B 900X900-CL1	Allegro-Film-C64b 900x900-CL1	
AF-C64B 900X900-CL2	Allegro-Film-C64b 900x900-CL2	
AF-C64C 1050X1050-CL1	Allegro-Film-C64c 1050x1050-CL1	
AF-C64C 1050X1050-CL2	Allegro-Film-C64c 1050x1050-CL2	
AF-C64C 350X350-CL1	Allegro-Film-C64c 350x350-CL1	
AF-C64C 350X350-CL2	Allegro-Film-C64c 350x350-CL2	
AF-C64C 500X500-CL1	Allegro-Film-C64c 500x500-CL1	
AF-C64C 500X500-CL2	Allegro-Film-C64c 500x500-CL2	
AF-C64C 700X700-CL1	Allegro-Film-C64c 700x700-CL1	
AF-C64C 700X700-CL2	Allegro-Film-C64c 700x700-CL2	
AF-C64C 900X900-CL1	Allegro-Film-C64c 900x900-CL1	
AF-C64C 900X900-CL2	Allegro-Film-C64c 900x900-CL2	
AF-C64D_1 1050X1050-CL1	Allegro-Film-C64d_1 1050x1050-CL1	
AF-C64D_1 1050X1050-CL2	Allegro-Film-C64d_1 1050x1050-CL2	
AF-C64D_1 350X350-CL1	Allegro-Film-C64d_1 350x350-CL1	
AF-C64D_1 350X350-CL2	Allegro-Film-C64d_1 350x350-CL2	
AF-C64D_1 500X500-CL1	Allegro-Film-C64d_1 500x500-CL1	
AF-C64D_1 500X500-CL2	Allegro-Film-C64d_1 500x500-CL2	
AF-C64D_1 700X700-CL1	Allegro-Film-C64d_1 700x700-CL1	
AF-C64D_1 700X700-CL2	Allegro-Film-C64d_1 700x700-CL2	
AF-C64D_1 900X900-CL1	Allegro-Film-C64d_1 900x900-CL1	
AF-C64D_1 900X900-CL2	Allegro-Film-C64d_1 900x900-CL2	
AF-C64D_2 1050X1050-CL1	Allegro-Film-C64d_2 1050x1050-CL1	
AF-C64D_2 1050X1050-CL2	Allegro-Film-C64d_2 1050x1050-CL2	
AF-C64D_2 350X350-CL1	Allegro-Film-C64d_2 350x350-CL1	
AF-C64D_2 350X350-CL2	Allegro-Film-C64d_2 350x350-CL2	
AF-C64D_2 500X500-CL1	Allegro-Film-C64d_2 500x500-CL1	
AF-C64D_2 500X500-CL2	Allegro-Film-C64d_2 500x500-CL2	
AF-C64D_2 700X700-CL1	Allegro-Film-C64d_2 700x700-CL1	
AF-C64D_2 700X700-CL2	Allegro-Film-C64d_2 700x700-CL2	
AF-C64D_2 900X900-CL1	Allegro-Film-C64d_2 900x900-CL1	
AF-C64D_2 900X900-CL2	Allegro-Film-C64d_2 900x900-CL2	
AF-C8 1050X1050-CL1	Allegro-Film-C8 1050x1050-CL1	
AF-C8 1050X1050-CL2	Allegro-Film-C8 1050x1050-CL2	
AF-C8 350X350-CL1	Allegro-Film-C8 350x350-CL1	
AF-C8 350X350-CL2	Allegro-Film-C8 350x350-CL2	
AF-C8 500X500-CL1	Allegro-Film-C8 500x500-CL1	
AF-C8 500X500-CL2	Allegro-Film-C8 500x500-CL2	
AF-C8 700X700-CL1	Allegro-Film-C8 700x700-CL1	
AF-C8 700X700-CL2	Allegro-Film-C8 700x700-CL2	
AF-C8 900X900-CL1	Allegro-Film-C8 900x900-CL1	
AF-C8 900X900-CL2	Allegro-Film-C8 900x900-CL2	
AF-CE 700X700-CL2	Allegro-Film-CE 700x700-CL2 VIERGE	
AF-CE1 1050X1050-CL1	Allegro-Film-CE1 1050x1050-CL1	
AF-CE1 1050X1050-CL2	Allegro-Film-CE1 1050x1050-CL2	
AF-CE1 350X350-CL1	Allegro-Film-CE1 350x350-CL1	
AF-CE1 350X350-CL2	Allegro-Film-CE1 350x350-CL2	
AF-CE1 500X500-CL1	Allegro-Film-CE1 500x500-CL1	
AF-CE1 500X500-CL2	Allegro-Film-CE1 500x500-CL2	
AF-CE1 700X700-CL1	Allegro-Film-CE1 700x700-CL1	
AF-CE1 700X700-CL2	Allegro-Film-CE1 700x700-CL2	
AF-CE1 900X900-CL1	Allegro-Film-CE1 900x900-CL1	
AF-CE1 900X900-CL2	Allegro-Film-CE1 900x900-CL2	
AF-CE10 1050X1050-CL1	Allegro-Film-CE10 1050x1050-CL1	
AF-CE10 1050X1050-CL2	Allegro-Film-CE10 1050x1050-CL2	
AF-CE10 350X350-CL1	Allegro-Film-CE10 350x350-CL1	
AF-CE10 350X350-CL2	Allegro-Film-CE10 350x350-CL2	
AF-CE10 500X500-CL1	Allegro-Film-CE10 500x500-CL1	
AF-CE10 500X500-CL2	Allegro-Film-CE10 500x500-CL2	
AF-CE10 700X700-CL1	Allegro-Film-CE10 700x700-CL1	
AF-CE10 700X700-CL2	Allegro-Film-CE10 700x700-CL2	
